a,Water,b,Mineral Oil,c,Glycerol,d,CuSO4 0.625%,e,CuSO4 1.25%,f,CuSO4 2.5%,g,CuSO4 5%,h,CuSO4 10%
0.0206,0.72,0.0206,4.4,0.0206,-0.64,0.0206,-0.4,0.0206,0,0.0206,1.28,0.0206,0.4,0.0206,0
0.0207,0.56,0.0207,3.28,0.0207,-0.72,0.0207,-0.4,0.0207,-0.08,0.0207,1.12,0.0207,0.4,0.0207,-0.08
0.0208,0.56,0.0208,2.4,0.0208,-0.72,0.0208,-0.4,0.0208,0,0.0208,1.04,0.0208,0.32,0.0208,0
0.0209,0.42,0.0209,1.84,0.0209,-0.64,0.0209,-0.4,0.0209,-0.08,0.0209,0.96,0.0209,0.24,0.0209,0
0.021,0.3,0.021,1.36,0.021,-0.16,0.021,-0.48,0.021,0,0.021,0.8,0.021,0.24,0.021,0
0.0211,0.18,0.0211,1.04,0.0211,0.96,0.0211,-0.4,0.0211,0,0.0211,0.72,0.0211,0.24,0.0211,0
0.0212,0.08,0.0212,0.88,0.0212,1.28,0.0212,-0.4,0.0212,0,0.0212,0.72,0.0212,0.24,0.0212,0
0.0213,0.02,0.0213,0.64,0.0213,0.4,0.0213,-0.32,0.0213,0,0.0213,0.56,0.0213,0.16,0.0213,0
0.0214,0,0.0214,0.48,0.0214,-0.24,0.0214,-0.32,0.0214,0,0.0214,0.56,0.0214,0.08,0.0214,0
0.0215,-0.02,0.0215,0.32,0.0215,-0.48,0.0215,-0.16,0.0215,0,0.0215,0.48,0.0215,0,0.0215,0
0.0216,-0.04,0.0216,0.32,0.0216,-0.64,0.0216,0,0.0216,0,0.0216,0.48,0.0216,0,0.0216,0
0.0217,-0.02,0.0217,0.24,0.0217,-0.72,0.0217,0.24,0.0217,0,0.0217,0.4,0.0217,0.08,0.0217,0
0.0218,-0.04,0.0218,0.24,0.0218,-0.72,0.0218,0.72,0.0218,0,0.0218,0.4,0.0218,0,0.0218,-0.08
0.0219,-0.06,0.0219,0.24,0.0219,-0.4,0.0219,1.44,0.0219,-0.08,0.0219,0.4,0.0219,0,0.0219,-0.08
0.022,-0.04,0.022,0.24,0.022,0.32,0.022,3.76,0.022,-0.08,0.022,0.4,0.022,0,0.022,0
0.0221,-0.04,0.0221,0.48,0.0221,3.52,0.0221,6.56,0.0221,0,0.0221,0.32,0.0221,0,0.0221,0
0.0222,-0.04,0.0222,0.8,0.0222,2.96,0.0222,6.08,0.0222,0,0.0222,0.24,0.0222,0,0.0222,0
0.0223,-0.06,0.0223,1.28,0.0223,1.2,0.0223,4.88,0.0223,0,0.0223,0.24,0.0223,0,0.0223,0
0.0224,-0.06,0.0224,2.16,0.0224,0.08,0.0224,3.6,0.0224,0,0.0224,0.24,0.0224,0,0.0224,-0.08
0.0225,-0.06,0.0225,3.44,0.0225,-0.4,0.0225,2.56,0.0225,0,0.0225,0.24,0.0225,0,0.0225,0
0.0226,-0.02,0.0226,4.56,0.0226,-0.56,0.0226,1.68,0.0226,0,0.0226,0.16,0.0226,-0.08,0.0226,0
0.0227,0.02,0.0227,4.16,0.0227,-0.64,0.0227,1.12,0.0227,0,0.0227,0.24,0.0227,0,0.0227,0
0.0228,0.02,0.0228,4.32,0.0228,-0.64,0.0228,0.56,0.0228,0,0.0228,0.16,0.0228,-0.08,0.0228,0
0.0229,0.1,0.0229,4.08,0.0229,-0.48,0.0229,0.24,0.0229,0,0.0229,0.16,0.0229,0,0.0229,-0.08
0.023,0.5,0.023,3.44,0.023,0.24,0.023,0,0.023,0,0.023,0.16,0.023,0,0.023,0
0.0231,1.42,0.0231,2.56,0.0231,2,0.0231,-0.08,0.0231,0,0.0231,0.08,0.0231,0,0.0231,-0.08
0.0232,1.76,0.0232,1.92,0.0232,1.44,0.0232,-0.24,0.0232,0,0.0232,0,0.0232,-0.16,0.0232,0
0.0233,1.4,0.0233,1.36,0.0233,0.48,0.0233,-0.32,0.0233,0,0.0233,1.76,0.0233,1.04,0.0233,0
0.0234,0.98,0.0234,0.96,0.0234,-0.24,0.0234,-0.4,0.0234,0,0.0234,3.68,0.0234,2.48,0.0234,0
0.0235,0.7,0.0235,0.72,0.0235,-0.48,0.0235,-0.48,0.0235,0,0.0235,4.48,0.0235,3.76,0.0235,0
0.0236,0.48,0.0236,0.56,0.0236,-0.64,0.0236,-0.48,0.0236,0,0.0236,4.96,0.0236,4.16,0.0236,0
0.0237,0.3,0.0237,0.32,0.0237,-0.72,0.0237,-0.48,0.0237,0,0.0237,5.28,0.0237,4.24,0.0237,0
0.0238,0.18,0.0238,0.24,0.0238,-0.72,0.0238,-0.48,0.0238,0,0.0238,5.36,0.0238,4.16,0.0238,0.08
0.0239,0.1,0.0239,0.24,0.0239,-0.48,0.0239,-0.48,0.0239,0,0.0239,5.12,0.0239,3.84,0.0239,0
0.024,0.02,0.024,0.16,0.024,0.08,0.024,-0.48,0.024,0,0.024,4.8,0.024,3.44,0.024,-0.08
0.0241,-0.02,0.0241,0.16,0.0241,3.2,0.0241,-0.4,0.0241,-0.08,0.0241,4.32,0.0241,3.12,0.0241,0
0.0242,-0.02,0.0242,0.16,0.0242,2.64,0.0242,-0.32,0.0242,-0.08,0.0242,3.92,0.0242,2.64,0.0242,0
0.0243,-0.06,0.0243,0.24,0.0243,0.96,0.0243,0.08,0.0243,-0.08,0.0243,3.52,0.0243,2.24,0.0243,0
0.0244,-0.08,0.0244,0.24,0.0244,-0.08,0.0244,0.56,0.0244,-0.08,0.0244,3.2,0.0244,1.92,0.0244,0
0.0245,-0.08,0.0245,0.32,0.0245,-0.48,0.0245,2.24,0.0245,0,0.0245,2.88,0.0245,1.6,0.0245,0
0.0246,-0.06,0.0246,0.64,0.0246,-0.64,0.0246,1.76,0.0246,-0.08,0.0246,2.64,0.0246,1.44,0.0246,0
0.0247,-0.06,0.0247,1.04,0.0247,-0.72,0.0247,1.52,0.0247,-0.08,0.0247,2.4,0.0247,1.2,0.0247,0
0.0248,-0.06,0.0248,1.76,0.0248,-0.64,0.0248,1.12,0.0248,0,0.0248,2.16,0.0248,1.04,0.0248,0
0.0249,-0.06,0.0249,2.64,0.0249,-0.48,0.0249,0.64,0.0249,-0.08,0.0249,1.92,0.0249,0.96,0.0249,-0.08
0.025,-0.06,0.025,4.08,0.025,0.32,0.025,0.32,0.025,-0.08,0.025,1.76,0.025,0.8,0.025,0
0.0251,-0.06,0.0251,6.88,0.0251,2.32,0.0251,0,0.0251,0,0.0251,1.6,0.0251,0.72,0.0251,-0.08
0.0252,-0.06,0.0252,8,0.0252,2.16,0.0252,-0.16,0.0252,0,0.0252,1.44,0.0252,0.64,0.0252,0
0.0253,-0.02,0.0253,7.04,0.0253,0.88,0.0253,-0.32,0.0253,0,0.0253,1.36,0.0253,0.56,0.0253,-0.08
0.0254,-0.02,0.0254,6,0.0254,0,0.0254,-0.4,0.0254,0,0.0254,1.2,0.0254,0.4,0.0254,0
0.0255,0.1,0.0255,4.8,0.0255,-0.4,0.0255,-0.4,0.0255,0,0.0255,1.04,0.0255,0.32,0.0255,-0.08
0.0256,0.2,0.0256,3.68,0.0256,-0.64,0.0256,-0.48,0.0256,-0.08,0.0256,0.88,0.0256,0.32,0.0256,0
0.0257,0.22,0.0257,2.64,0.0257,-0.72,0.0257,-0.48,0.0257,-0.08,0.0257,0.8,0.0257,0.24,0.0257,0
0.0258,0.36,0.0258,1.84,0.0258,-0.72,0.0258,-0.48,0.0258,0,0.0258,0.72,0.0258,0.16,0.0258,0
0.0259,0.26,0.0259,1.28,0.0259,-0.56,0.0259,-0.48,0.0259,-0.08,0.0259,0.56,0.0259,0.16,0.0259,0
0.026,0.18,0.026,0.96,0.026,0,0.026,-0.4,0.026,0,0.026,0.56,0.026,0.08,0.026,0
0.0261,0.12,0.0261,0.64,0.0261,2.88,0.0261,-0.4,0.0261,-0.08,0.0261,0.56,0.0261,0.08,0.0261,0
0.0262,0.02,0.0262,0.4,0.0262,2.4,0.0262,-0.4,0.0262,-0.08,0.0262,0.4,0.0262,0,0.0262,0
0.0263,-0.04,0.0263,0.16,0.0263,0.8,0.0263,-0.4,0.0263,0,0.0263,0.4,0.0263,0,0.0263,0
0.0264,-0.04,0.0264,0,0.0264,-0.16,0.0264,-0.32,0.0264,0,0.0264,0.32,0.0264,0,0.0264,0
0.0265,-0.04,0.0265,-0.08,0.0265,-0.56,0.0265,-0.24,0.0265,0,0.0265,0.32,0.0265,-0.08,0.0265,0
0.0266,-0.02,0.0266,-0.24,0.0266,-0.72,0.0266,-0.08,0.0266,-0.08,0.0266,0.24,0.0266,0,0.0266,0
0.0267,-0.04,0.0267,-0.32,0.0267,-0.8,0.0267,0.24,0.0267,0,0.0267,0.24,0.0267,0,0.0267,0
0.0268,-0.08,0.0268,-0.32,0.0268,-0.72,0.0268,0.64,0.0268,0,0.0268,0.24,0.0268,-0.08,0.0268,0
0.0269,-0.06,0.0269,-0.4,0.0269,-0.72,0.0269,1.36,0.0269,-0.08,0.0269,0.24,0.0269,-0.08,0.0269,0
0.027,-0.06,0.027,-0.4,0.027,-0.08,0.027,3.52,0.027,0,0.027,0.24,0.027,0,0.027,0
0.0271,-0.06,0.0271,-0.4,0.0271,1.44,0.0271,6.32,0.0271,-0.08,0.0271,0.24,0.0271,0,0.0271,0
0.0272,-0.08,0.0272,-0.4,0.0272,1.92,0.0272,5.76,0.0272,0,0.0272,0.32,0.0272,0,0.0272,0
0.0273,-0.08,0.0273,-0.16,0.0273,0.96,0.0273,4.64,0.0273,0,0.0273,0.48,0.0273,0.08,0.0273,0
0.0274,-0.08,0.0274,0.24,0.0274,0,0.0274,3.36,0.0274,0,0.0274,0.64,0.0274,0.16,0.0274,0
0.0275,-0.08,0.0275,0.72,0.0275,-0.4,0.0275,2.4,0.0275,0.08,0.0275,0.96,0.0275,0.32,0.0275,0
0.0276,-0.06,0.0276,1.2,0.0276,-0.64,0.0276,1.52,0.0276,0,0.0276,1.12,0.0276,0.48,0.0276,0
0.0277,-0.06,0.0277,2,0.0277,-0.8,0.0277,0.96,0.0277,0,0.0277,1.44,0.0277,0.8,0.0277,0.08
0.0278,0,0.0278,2.96,0.0278,-0.8,0.0278,0.4,0.0278,0,0.0278,1.84,0.0278,1.12,0.0278,0
0.0279,0.06,0.0279,3.2,0.0279,-0.64,0.0279,0.16,0.0279,0,0.0279,2.64,0.0279,1.6,0.0279,0
0.028,0.52,0.028,2.8,0.028,0,0.028,-0.08,0.028,0,0.028,3.76,0.028,2.56,0.028,0
0.0281,1.36,0.0281,2.16,0.0281,2.64,0.0281,-0.24,0.0281,0,0.0281,5.12,0.0281,4.16,0.0281,0
0.0282,1.7,0.0282,1.6,0.0282,2.16,0.0282,-0.32,0.0282,0,0.0282,6.08,0.0282,5.52,0.0282,0
0.0283,1.4,0.0283,1.12,0.0283,0.72,0.0283,-0.4,0.0283,-0.08,0.0283,6.56,0.0283,5.92,0.0283,0
0.0284,0.94,0.0284,0.8,0.0284,-0.24,0.0284,-0.48,0.0284,0,0.0284,6.4,0.0284,5.44,0.0284,0
0.0285,0.66,0.0285,0.56,0.0285,-0.64,0.0285,-0.48,0.0285,0,0.0285,5.92,0.0285,5.04,0.0285,0
0.0286,0.46,0.0286,0.4,0.0286,-0.72,0.0286,-0.56,0.0286,0,0.0286,5.28,0.0286,4.56,0.0286,-0.08
0.0287,0.26,0.0287,0.24,0.0287,-0.72,0.0287,-0.56,0.0287,0,0.0287,4.8,0.0287,3.92,0.0287,0
0.0288,0.16,0.0288,0.08,0.0288,-0.72,0.0288,-0.56,0.0288,0,0.0288,4.32,0.0288,3.44,0.0288,-0.08
0.0289,0.04,0.0289,0,0.0289,-0.64,0.0289,-0.56,0.0289,0,0.0289,3.84,0.0289,2.88,0.0289,0
0.029,-0.02,0.029,0,0.029,-0.08,0.029,-0.48,0.029,0,0.029,3.36,0.029,2.48,0.029,0
0.0291,-0.02,0.0291,0.08,0.0291,1.36,0.0291,-0.4,0.0291,0,0.0291,2.96,0.0291,2.08,0.0291,0
0.0292,-0.02,0.0292,0,0.0292,1.44,0.0292,-0.24,0.0292,0,0.0292,2.56,0.0292,1.76,0.0292,0
0.0293,-0.06,0.0293,0.08,0.0293,0.56,0.0293,0.16,0.0293,-0.08,0.0293,2.24,0.0293,1.44,0.0293,0
0.0294,-0.06,0.0294,0.08,0.0294,-0.16,0.0294,0.72,0.0294,0,0.0294,1.92,0.0294,1.2,0.0294,0
0.0295,-0.08,0.0295,0.16,0.0295,-0.56,0.0295,2.48,0.0295,0,0.0295,1.6,0.0295,0.96,0.0295,0
0.0296,-0.08,0.0296,0.32,0.0296,-0.72,0.0296,2,0.0296,0,0.0296,1.36,0.0296,0.8,0.0296,0
0.0297,-0.1,0.0297,0.8,0.0297,-0.8,0.0297,2.32,0.0297,0,0.0297,1.2,0.0297,0.56,0.0297,0
0.0298,-0.1,0.0298,1.36,0.0298,-0.72,0.0298,2.08,0.0298,0,0.0298,1.04,0.0298,0.48,0.0298,0
0.0299,-0.1,0.0299,2.16,0.0299,-0.64,0.0299,1.52,0.0299,0,0.0299,0.88,0.0299,0.4,0.0299,0
0.03,-0.14,0.03,3.44,0.03,-0.08,0.03,1.12,0.03,0,0.03,0.72,0.03,0.24,0.03,0
0.0301,-0.1,0.0301,6.24,0.0301,2.4,0.0301,0.48,0.0301,0,0.0301,0.64,0.0301,0.16,0.0301,-0.08
0.0302,-0.08,0.0302,7.28,0.0302,2,0.0302,0.08,0.0302,0,0.0302,0.56,0.0302,0.08,0.0302,0
0.0303,-0.06,0.0303,6.32,0.0303,0.56,0.0303,-0.08,0.0303,0,0.0303,0.56,0.0303,0.08,0.0303,0
0.0304,-0.02,0.0304,5.44,0.0304,-0.24,0.0304,-0.24,0.0304,0,0.0304,0.4,0.0304,0.08,0.0304,0
0.0305,0.04,0.0305,4.24,0.0305,-0.64,0.0305,-0.32,0.0305,0,0.0305,0.4,0.0305,0.08,0.0305,0
0.0306,0.14,0.0306,3.12,0.0306,-0.72,0.0306,-0.4,0.0306,0,0.0306,0.32,0.0306,0,0.0306,0
0.0307,0.04,0.0307,2.24,0.0307,-0.72,0.0307,-0.4,0.0307,0,0.0307,0.24,0.0307,0,0.0307,0
0.0308,0.1,0.0308,1.52,0.0308,-0.72,0.0308,-0.48,0.0308,0,0.0308,0.24,0.0308,-0.08,0.0308,0
0.0309,0.06,0.0309,1.04,0.0309,-0.56,0.0309,-0.48,0.0309,0,0.0309,0.16,0.0309,-0.08,0.0309,0
0.031,0.04,0.031,0.64,0.031,0.16,0.031,-0.48,0.031,0,0.031,0.08,0.031,-0.08,0.031,0
0.0311,0,0.0311,0.32,0.0311,2,0.0311,-0.48,0.0311,-0.08,0.0311,0,0.0311,-0.08,0.0311,0
0.0312,-0.02,0.0312,0.16,0.0312,1.52,0.0312,-0.48,0.0312,0,0.0312,0,0.0312,-0.16,0.0312,-0.08
0.0313,-0.04,0.0313,0,0.0313,0.56,0.0313,-0.56,0.0313,0,0.0313,0,0.0313,-0.08,0.0313,0
0.0314,-0.06,0.0314,-0.24,0.0314,-0.24,0.0314,-0.48,0.0314,0,0.0314,0,0.0314,-0.16,0.0314,-0.08
0.0315,-0.08,0.0315,-0.24,0.0315,-0.48,0.0315,-0.4,0.0315,0,0.0315,0,0.0315,-0.08,0.0315,0
0.0316,-0.1,0.0316,-0.4,0.0316,-0.72,0.0316,-0.24,0.0316,0,0.0316,-0.08,0.0316,-0.08,0.0316,0
0.0317,-0.1,0.0317,-0.4,0.0317,-0.88,0.0317,0,0.0317,0,0.0317,-0.08,0.0317,-0.16,0.0317,0
0.0318,-0.12,0.0318,-0.48,0.0318,-0.8,0.0318,0.4,0.0318,0,0.0318,-0.08,0.0318,-0.16,0.0318,0
0.0319,-0.1,0.0319,-0.56,0.0319,-0.72,0.0319,1.12,0.0319,0,0.0319,-0.08,0.0319,-0.16,0.0319,0
0.032,-0.1,0.032,-0.56,0.032,-0.16,0.032,3.12,0.032,0,0.032,-0.08,0.032,-0.08,0.032,0
0.0321,-0.12,0.0321,-0.56,0.0321,2.16,0.0321,5.76,0.0321,0,0.0321,-0.08,0.0321,-0.16,0.0321,0
0.0322,-0.12,0.0322,-0.48,0.0322,1.84,0.0322,5.28,0.0322,-0.08,0.0322,-0.08,0.0322,-0.08,0.0322,0
0.0323,-0.1,0.0323,-0.32,0.0323,0.4,0.0323,4.16,0.0323,-0.08,0.0323,-0.08,0.0323,-0.08,0.0323,-0.08
0.0324,-0.1,0.0324,0,0.0324,-0.32,0.0324,3.04,0.0324,-0.08,0.0324,-0.08,0.0324,-0.16,0.0324,-0.08
0.0325,-0.08,0.0325,0.32,0.0325,-0.72,0.0325,2.16,0.0325,-0.08,0.0325,-0.16,0.0325,-0.08,0.0325,-0.08
0.0326,-0.04,0.0326,0.8,0.0326,-0.8,0.0326,1.36,0.0326,-0.08,0.0326,-0.16,0.0326,-0.16,0.0326,-0.08
0.0327,0.02,0.0327,0.88,0.0327,-0.72,0.0327,0.8,0.0327,-0.08,0.0327,-0.16,0.0327,-0.16,0.0327,0
0.0328,0.02,0.0328,1.28,0.0328,-0.72,0.0328,0.48,0.0328,-0.08,0.0328,-0.16,0.0328,-0.16,0.0328,0
0.0329,0.1,0.0329,1.28,0.0329,-0.56,0.0329,0.16,0.0329,0,0.0329,-0.16,0.0329,-0.16,0.0329,0
0.033,0.48,0.033,0.96,0.033,0.24,0.033,-0.16,0.033,0,0.033,-0.16,0.033,-0.16,0.033,0
0.0331,1.36,0.0331,0.64,0.0331,2.24,0.0331,-0.24,0.0331,-0.08,0.0331,-0.16,0.0331,-0.16,0.0331,0
0.0332,1.74,0.0332,0.32,0.0332,2.08,0.0332,-0.32,0.0332,0,0.0332,-0.32,0.0332,-0.32,0.0332,0
0.0333,1.44,0.0333,0,0.0333,0.96,0.0333,-0.4,0.0333,-0.08,0.0333,0.24,0.0333,0.16,0.0333,0
0.0334,1,0.0334,-0.16,0.0334,0,0.0334,-0.48,0.0334,0,0.0334,0.72,0.0334,0.64,0.0334,0
0.0335,0.68,0.0335,-0.32,0.0335,-0.4,0.0335,-0.48,0.0335,0,0.0335,0.8,0.0335,1.12,0.0335,-0.08
0.0336,0.42,0.0336,-0.4,0.0336,-0.64,0.0336,-0.56,0.0336,-0.08,0.0336,0.8,0.0336,1.36,0.0336,0
0.0337,0.28,0.0337,-0.4,0.0337,-0.8,0.0337,-0.64,0.0337,-0.08,0.0337,0.88,0.0337,1.36,0.0337,0
0.0338,0.12,0.0338,-0.48,0.0338,-0.8,0.0338,-0.64,0.0338,-0.08,0.0338,0.8,0.0338,1.28,0.0338,-0.08
0.0339,0.04,0.0339,-0.4,0.0339,-0.72,0.0339,-0.64,0.0339,0,0.0339,0.72,0.0339,1.12,0.0339,0
0.034,-0.02,0.034,-0.4,0.034,-0.24,0.034,-0.64,0.034,0,0.034,0.64,0.034,0.96,0.034,0
0.0341,-0.06,0.0341,-0.24,0.0341,2,0.0341,-0.56,0.0341,-0.08,0.0341,0.48,0.0341,0.88,0.0341,0
0.0342,-0.08,0.0342,-0.24,0.0342,1.52,0.0342,-0.48,0.0342,1.76,0.0342,0.4,0.0342,0.72,0.0342,0
0.0343,-0.1,0.0343,-0.24,0.0343,0.32,0.0343,-0.32,0.0343,4.72,0.0343,0.24,0.0343,0.56,0.0343,0
0.0344,-0.06,0.0344,-0.16,0.0344,-0.32,0.0344,0,0.0344,4.72,0.0344,0.16,0.0344,0.48,0.0344,-0.08
0.0345,-0.06,0.0345,0,0.0345,-0.72,0.0345,1.04,0.0345,4.08,0.0345,0,0.0345,0.32,0.0345,0
0.0346,-0.06,0.0346,0.24,0.0346,-0.8,0.0346,0.72,0.0346,3.44,0.0346,0,0.0346,0.24,0.0346,0
0.0347,-0.08,0.0347,0.56,0.0347,-0.8,0.0347,1.52,0.0347,2.8,0.0347,0,0.0347,0.16,0.0347,-0.08
0.0348,-0.1,0.0348,1.2,0.0348,-0.72,0.0348,1.68,0.0348,2.24,0.0348,0,0.0348,0.16,0.0348,0
0.0349,-0.1,0.0349,2,0.0349,-0.64,0.0349,1.28,0.0349,1.76,0.0349,-0.08,0.0349,0.08,0.0349,0
0.035,-0.08,0.035,3.28,0.035,-0.08,0.035,0.8,0.035,1.44,0.035,-0.16,0.035,0,0.035,0
0.0351,-0.08,0.0351,6.08,0.0351,1.68,0.0351,0.4,0.0351,1.2,0.0351,-0.16,0.0351,0.08,0.0351,0
0.0352,-0.08,0.0352,7.12,0.0352,1.92,0.0352,0.08,0.0352,0.96,0.0352,-0.16,0.0352,0,0.0352,0
0.0353,-0.04,0.0353,6.08,0.0353,0.88,0.0353,-0.08,0.0353,0.8,0.0353,-0.16,0.0353,0,0.0353,0
0.0354,0,0.0354,5.12,0.0354,-0.08,0.0354,-0.32,0.0354,0.64,0.0354,-0.16,0.0354,-0.08,0.0354,0
0.0355,0.26,0.0355,4,0.0355,-0.4,0.0355,-0.4,0.0355,0.4,0.0355,-0.16,0.0355,-0.08,0.0355,0
0.0356,0.52,0.0356,2.96,0.0356,-0.64,0.0356,-0.4,0.0356,0.32,0.0356,-0.16,0.0356,-0.08,0.0356,0
0.0357,0.28,0.0357,2.08,0.0357,-0.8,0.0357,-0.56,0.0357,0.24,0.0357,-0.16,0.0357,-0.08,0.0357,0
0.0358,0.2,0.0358,1.44,0.0358,-0.8,0.0358,-0.56,0.0358,0.24,0.0358,-0.16,0.0358,-0.08,0.0358,0
0.0359,0.12,0.0359,0.88,0.0359,-0.72,0.0359,-0.56,0.0359,0.24,0.0359,-0.08,0.0359,-0.08,0.0359,0
0.036,0.08,0.036,0.48,0.036,-0.4,0.036,-0.56,0.036,0.24,0.036,-0.08,0.036,-0.16,0.036,0
0.0361,0.02,0.0361,0.24,0.0361,1.76,0.0361,-0.56,0.0361,0.16,0.0361,-0.08,0.0361,-0.16,0.0361,0
0.0362,0,0.0362,0,0.0362,1.36,0.0362,-0.64,0.0362,0.08,0.0362,-0.08,0.0362,-0.08,0.0362,0
0.0363,-0.06,0.0363,-0.16,0.0363,0.24,0.0363,-0.56,0.0363,0.08,0.0363,0,0.0363,-0.08,0.0363,0
0.0364,-0.06,0.0364,-0.24,0.0364,-0.48,0.0364,-0.48,0.0364,0.08,0.0364,0,0.0364,-0.08,0.0364,0
0.0365,-0.1,0.0365,-0.32,0.0365,-0.72,0.0365,-0.48,0.0365,0,0.0365,0.08,0.0365,-0.08,0.0365,0
0.0366,-0.1,0.0366,-0.4,0.0366,-0.8,0.0366,-0.32,0.0366,0,0.0366,0.16,0.0366,-0.16,0.0366,0
0.0367,-0.1,0.0367,-0.4,0.0367,-0.8,0.0367,-0.08,0.0367,1.44,0.0367,0.24,0.0367,-0.08,0.0367,0
0.0368,-0.1,0.0368,-0.4,0.0368,-0.72,0.0368,0.32,0.0368,4.48,0.0368,0.24,0.0368,-0.08,0.0368,0
0.0369,-0.12,0.0369,-0.4,0.0369,-0.64,0.0369,0.88,0.0369,4.48,0.0369,0.4,0.0369,-0.08,0.0369,0
0.037,-0.1,0.037,-0.4,0.037,0,0.037,2.8,0.037,3.84,0.037,0.4,0.037,-0.08,0.037,0
0.0371,-0.1,0.0371,-0.32,0.0371,1.52,0.0371,5.36,0.0371,3.12,0.0371,0.56,0.0371,0,0.0371,-0.08
0.0372,-0.12,0.0372,-0.08,0.0372,1.68,0.0372,4.88,0.0372,2.4,0.0372,0.64,0.0372,0.08,0.0372,0
0.0373,-0.1,0.0373,0.4,0.0373,0.64,0.0373,3.92,0.0373,1.84,0.0373,0.88,0.0373,0.08,0.0373,0
0.0374,-0.1,0.0374,1.04,0.0374,-0.16,0.0374,2.88,0.0374,1.52,0.0374,1.12,0.0374,0.24,0.0374,0
0.0375,-0.08,0.0375,2,0.0375,-0.48,0.0375,2,0.0375,1.2,0.0375,1.52,0.0375,0.4,0.0375,0
0.0376,-0.1,0.0376,2.96,0.0376,-0.64,0.0376,1.28,0.0376,0.96,0.0376,1.76,0.0376,0.56,0.0376,0
0.0377,-0.02,0.0377,2.16,0.0377,-0.8,0.0377,0.72,0.0377,0.72,0.0377,2.08,0.0377,0.88,0.0377,0
0.0378,-0.02,0.0378,2,0.0378,-0.8,0.0378,0.32,0.0378,0.48,0.0378,2.64,0.0378,1.28,0.0378,0
0.0379,0.06,0.0379,1.68,0.0379,-0.72,0.0379,0,0.0379,0.32,0.0379,3.68,0.0379,1.68,0.0379,0
0.038,0.52,0.038,1.12,0.038,-0.32,0.038,-0.24,0.038,0.16,0.038,5.04,0.038,2.64,0.038,0
0.0381,1.36,0.0381,0.72,0.0381,1.6,0.0381,-0.32,0.0381,0.08,0.0381,6.56,0.0381,4.32,0.0381,0.08
0.0382,1.74,0.0382,0.24,0.0382,1.28,0.0382,-0.4,0.0382,0,0.0382,7.6,0.0382,5.68,0.0382,0
0.0383,1.4,0.0383,0,0.0383,0.16,0.0383,-0.48,0.0383,-0.08,0.0383,8,0.0383,6,0.0383,0
0.0384,0.98,0.0384,-0.24,0.0384,-0.48,0.0384,-0.56,0.0384,0,0.0384,7.76,0.0384,5.44,0.0384,0
0.0385,0.66,0.0385,-0.4,0.0385,-0.72,0.0385,-0.56,0.0385,0,0.0385,7.04,0.0385,5.04,0.0385,0
0.0386,0.44,0.0386,-0.4,0.0386,-0.8,0.0386,-0.64,0.0386,0,0.0386,6.32,0.0386,4.48,0.0386,0
0.0387,0.26,0.0387,-0.56,0.0387,-0.8,0.0387,-0.72,0.0387,0.24,0.0387,5.68,0.0387,3.84,0.0387,0
0.0388,0.14,0.0388,-0.56,0.0388,-0.72,0.0388,-0.72,0.0388,0.48,0.0388,5.12,0.0388,3.36,0.0388,0
0.0389,0.04,0.0389,-0.56,0.0389,-0.48,0.0389,-0.64,0.0389,0.96,0.0389,4.48,0.0389,2.8,0.0389,0
0.039,0,0.039,-0.48,0.039,0.24,0.039,-0.72,0.039,2.4,0.039,3.84,0.039,2.4,0.039,0
0.0391,0,0.0391,-0.48,0.0391,1.92,0.0391,-0.72,0.0391,4.4,0.0391,3.28,0.0391,1.92,0.0391,0
0.0392,-0.02,0.0392,-0.4,0.0392,1.76,0.0392,-0.56,0.0392,5.76,0.0392,2.8,0.0392,1.6,0.0392,0
0.0393,-0.04,0.0393,-0.4,0.0393,0.64,0.0393,-0.4,0.0393,5.44,0.0393,2.4,0.0393,1.28,0.0393,0
0.0394,-0.06,0.0394,-0.4,0.0394,-0.16,0.0394,-0.16,0.0394,4.24,0.0394,2,0.0394,1.12,0.0394,0
0.0395,-0.08,0.0395,-0.24,0.0395,-0.48,0.0395,0.72,0.0395,3.28,0.0395,1.68,0.0395,0.88,0.0395,0
0.0396,-0.1,0.0396,0,0.0396,-0.72,0.0396,0.56,0.0396,2.4,0.0396,1.36,0.0396,0.64,0.0396,0
0.0397,-0.1,0.0397,0.32,0.0397,-0.88,0.0397,0.8,0.0397,1.76,0.0397,1.12,0.0397,0.56,0.0397,0
0.0398,-0.16,0.0398,0.96,0.0398,-0.8,0.0398,0.88,0.0398,1.28,0.0398,0.96,0.0398,0.4,0.0398,0
0.0399,-0.12,0.0399,1.68,0.0399,-0.8,0.0399,0.56,0.0399,0.88,0.0399,0.8,0.0399,0.32,0.0399,0
0.04,-0.12,0.04,2.96,0.04,-0.4,0.04,0.24,0.04,0.64,0.04,0.64,0.04,0.24,0.04,0
0.0401,-0.14,0.0401,5.52,0.0401,1.52,0.0401,-0.08,0.0401,0.4,0.0401,0.56,0.0401,0.16,0.0401,0
0.0402,-0.12,0.0402,6.4,0.0402,1.12,0.0402,-0.24,0.0402,0.32,0.0402,0.4,0.0402,0.08,0.0402,0
0.0403,-0.08,0.0403,5.52,0.0403,0.08,0.0403,-0.4,0.0403,0.24,0.0403,0.32,0.0403,0.08,0.0403,0.08
